date,title,link,content
2023-05-21 16:31:01,"'SK하이닉스 子' 솔리다임, 데이터센터 공략…불붙는 낸드 2위 싸움",https://n.news.naver.com/mnews/article/018/0005491102?sid=101,"[
솔리다임, QLC 낸드 기반 SSD 신제품 공개…""이점 제공""'키옥시아와 순위 싸움' SK·솔리다임, 점유율 확대 기대""시장 순위는 경쟁력 지표…기술력 높이면 점유율 늘 것""[이데일리 김응열 기자] SK하이닉스(000660)의 자회사 솔리다임이 낸드플래시 기반 데이터센터용 신제품을 내놓으면서 시장 점유율 확대에 나섰다. SK하이닉스·솔리다임은 낸드 시장 2위 지위를 일본 키옥시아에 뺏긴 상황인데, 중장기 전망이 유망한 데이터센터 분야에서 존재감을 키우면서 2위 자리를 탈환할 수 있을지 관심이 모인다. 



솔리다임이 공개한 쿼드레벨셀(QLC) 낸드플래시 기반 솔리드스테이트드라이브(SSD) 신제품 ‘솔리다임 D5-P5430’. (사진=솔리다임)21일 업계에 따르면 솔리다임은 최근 쿼드레벨셀(QLC) 낸드를 기반으로 한 솔리드스테이트드라이브(SSD) 신제품 ‘솔리다임 D5-P5430’을 공개했다. 기존 하드디스크보다 처리속도가 빠른 SSD는 저장방법에 따라 여러 규격으로 구분되는데, 현재 SSD 시장은 1개의 셀에 정보를 3비트까지 담을 수 있는 트리플레벨셀(TLC) 제품이 주력이다. QLC는 4개의 정보를 저장할 수 있어 용량 면에서 더 유리하다. 이에 SSD 시장의 흐름도 기존 TLC 제품에서 QLC 기반으로 넘어가는 추세다.이번 신제품은 QLC로의 전환 과정에서 데이터센터 시장을 공략하기 위한 것으로 풀이된다. 그레그 맷슨 솔리다임 전략 기획 및 마케팅 부사장은 “데이터센터는 비용 효율적이고 지속 가능한 솔루션으로 방대한 양의 데이터를 저장하고 분석할 수 있어야 한다”며 “신제품은 고용량, 총 소유 비용의 절감, 우수한 성능을 제공한다”고 강조했다. 



작년 4분기 기준 글로벌 낸드플래시 시장 업체별 점유율. (사진=트렌드포스)업계에선 미래가 유망한 데이터센터 시장에서 솔리다임이 영향력 확대에 나서면서 낸드 시장 2위에 다시 오를 수 있을지 관심이 커지고 있다. 트렌드포스에 따르면 글로벌 낸드 매출 기준으로 SK하이닉스·솔리다임 점유율은 작년 4분기 17.1%를 기록했다. 시장 3위다. 1위는 33.8%를 장악 중인 삼성전자(005930)이고 2위는 19.1%의 키옥시아다. 압도적 1위와 달리 2위는 순위 싸움이 치열하다. 작년 1분기에는 키옥시아가 0.9%포인트 차이로 SK하이닉스·솔리다임을 앞섰고 같은 해 2분기에 SK하이닉스·솔리다임이 19.9%로 점유율을 늘리면서 키옥시아를 따돌렸지만 3분기에 다시 2위 자리를 내줬다. 4분기에도 겨우 2%포인트 차이로 SK하이닉스·솔리다임은 3위에 머물렀다. 



웨스턴디지털-키옥시아 합작법인이 운영중인 일본 욧카이치 공장 전경. (사진=키옥시아)이런 상황에서 키옥시아와 미국 낸드 제조사 웨스턴디지털 합병 논의가 재차 급물살을 타자 SK하이닉스·솔리다임은 만년 3위에 눌러앉을 가능성까지 커졌다. 키옥시아와 웨스턴디지털 합산 점유율은 30%대다. 20%를 밑도는 SK하이닉스·솔리다임으로선 시장 지위를 지키기 위해 점유율을 늘릴 필요성이 큰 상황이다.반도체업계 관계자는 “점유율이나 순위가 높다는 건 그만큼 메모리 회사가 시장에서 양질의 제품을 공급할 능력을 갖췄다는 의미”라고 설명했다.꾸준히 기술력을 개선하면 점유율이 자연스레 오를 것이라는 조언도 나왔다. 김양팽 산업연구원 전문연구원은 “기술력 높은 제품을 양산하면 기업에 대한 신뢰로 이어져 충성고객을 만들 수 있다”며 “이는 곧 점유율 상승으로 이어질 수 있을 것”이라고 말했다.
]"
2023-05-19 16:55:01,삼전·하이닉스 외 중소형 반도체株도 일제히 날았다...증권가는 “더 간다”,https://n.news.naver.com/mnews/article/366/0000902987?sid=101,"[
美 필라델피아 반도체지수 급등 영향대형주뿐 아니라 중소형주도 상승        반도체 대장주인 삼성전자와 SK하이닉스를 비롯해 반도체 관련주들이 19일 일제히 강세를 보였다. 미국에서 불어온 반도체주 훈풍에 국내 반도체 기업들에 대한 투자 심리도 개선된 영향으로 풀이된다.



서울 서초구 삼성전자 서초사옥. /뉴스1        이날 삼성전자는 전 거래일 대비 2200원(3.32%) 오른 6만8400원에 거래를 마쳤다. SK하이닉스 역시 3.95% 상승했다. 삼성전자와 SK하이닉스 모두 종가 기준으로 연중 최고치 기록을 새로 썼다.두 대형주 외에도 반도체 소재·부품·장비 주식이 강세를 보였다. 하나머티리얼즈는 15.26%, 하나마이크론은 6.06%, 동진쎄미켐은 14.29%, 솔브레인은 7.49%, ISC는 13.72% 상승 마감했다.사명에 반도체가 포함된 기업들도 급등했다. 미래반도체는 가격제한폭(29.88%)까지 올라 거래를 마감했다. 한미반도체(21.55%)와 서울반도체(7.83%), SFA반도체(6.74%)도 강세를 보였다.반도체 관련 기업들의 강세는 간밤 미국 증시에서 엔비디아 주가가 급등세를 보이는 등 반도체주 전반이 크게 상승한 영향으로 풀이된다. 엔비디아와 마이크론, AMD가 일제히 4% 넘게 오르면서 필라델피아 반도체지수는 3.16% 상승했다.김석환 미래에셋증권 연구원은 “젠슨 황 엔비디아 최고경영자(CEO)의 인공지능(AI) 산업에 대한 긍정 발언과 일본의 마이크로 보조금 지급 등의 호재에 필라델피아 반도체지수가 강세를 보였다”며 “코스피 대형주뿐 아니라 코스닥 중형주 반도체 관련주도 강세를 보였다”고 설명했다.증권가에서는 반도체 주식에 대한 긍정적 전망을 내놓고 있다. 김동원 KB증권 연구원은 “삼성전자는 하반기부터 반도체 업종은 재고 감소, 가격하락 둔화, 감산에 따른 공급 축소 등으로 분명한 수급 개선이 예상된다”며 “삼성전자의 20% 이상 감산에 따른 공급축소 효과만으로도 하반기 글로벌 D램, 낸드 수급은 균형에 근접할 것으로 예상된다”고 말했다.김광진 한화투자증권 연구원은 “SK하이닉스의 경우 업계 웨이퍼 투입 축소가 마이너스(-) 25% 수준으로 올 3분기까지 지속되면 올해 D램 생산은 전년 대비 7% 감소할 것”이라며 “3분기부터 공급 부족 구간 진입 예상하며, 축적된 재고의 소진으로 이어질 것”이라고 설명했다.
]"
2023-05-19 16:23:26,저력 보여준 반도체…삼전·하이닉스 연중 최고치,https://n.news.naver.com/mnews/article/215/0001102617?sid=101,"[




코스피가 삼성전자와 SK하이닉스 등 반도체주 강세에 상승 마감했다.19일 코스피는 전 거래일 대비 22.39포인트(0.89%) 오른 2,537.79에 거래를 마쳤다.2분기를 저점으로 반도체 재고가 하반기 본격 줄어들 것이란 전망이 탄력을 받으면서 삼성전자(3.32%)와 SK하이닉스(3.95%) 모두 3% 넘게 올랐다.삼성전자와 SK하이닉스 모두 종가 기준으로 연중 최고치 기록을 새로 썼다.미국 주요 반도체기업들을 대표하는 필라델피아 반도체 지수가 이번주에만 8% 넘게 오른 것도 반도체 업황 회복 기대감을 높이는 요인이 됐다. 1년간 이어진 업황 부진이 끝마칠 조짐을 보인 것이다.투자자 주체별로는 외국인(5,547억 원 순매수)과 기관(5,590억 원)이 삼성전자와 SK하이닉스를 담으며 지수 상승을 이끌었다.코스닥지수도 외국인과 기관의 동반 매수에 4거래일 연속 상승했다.코스닥지수는 전장보다 5.83포인트(0.70%) 오른 841.72에 장을 마쳤다.외국인(822억 원 순매수)과 기관(1,087억 원 순매수)은 동진쎄미켐과 원익IPS 등 반도체 장비주를 매집하는 모습을 보였다.반면 개인은 2천억 원 가까운 주식을 팔아치웠다.반도체 관련주가 강세를 보인 것과 달리 2차전지 관련주는 부진했다.에코프로비엠(-2.16%)과 에코프로(-5.84%), 엘앤에프(-6.14%) 등 주가가 조정받았다.서울 외환시장에서 미국 달러화에 대한 원화 환율은 전날보다 7.5원 내린 1,326.7원에 거래를 마감했다.
]"
2023-05-19 15:41:09,외인·기관 매수에 2530 돌파…“삼전·SK하이닉스 주도”[코스피 마감],https://n.news.naver.com/mnews/article/018/0005489887?sid=101,"[
개인 나홀로 1조1000억 순매도철강·금속·화학 등 일부 업종만↓네카오 1%대↑…하이브 1.75%↓[이데일리 양지윤 기자] 코스피 지수가 외국인과 기관의 쌍끌이 매수세에 힘입어 상승 마감했다.



19일 마켓포인트에 따르면 코스피 지수는 전 거래일 대비 22.39포인트(0.89%) 오른 2537.79에 거래를 마쳤다. 미국 필라델피아 반도체지수가 연이어 상승세를 기록하며 반도체 업황 저점 통과에 대한 기대감이 강화하며 증시 상승을 견인했다. 이경미 대신증권 연구원은 “코스피가 약 20포인트 상승하는 가운데 삼성전자, SK하이닉스 기여도는 각각 14.3포인트, 3.1포인트로 두 종목이 상승의 약 90%를 주도했다”고 설명했다. 이날 외국인과 기관은 각각 5583억원, 5587억원을 순매수했다. 반면 개인은 1조1013억원 순매도했다. 프로그램별로는 차익과 비차익을 합쳐 1958억원 매수 우위를 기록했다.업종별로는 철강및금속(-1.32%), 화학(-0.64%), 음식료품(-0.62%), 운수장비(-0.32%), 섬유와의복(-0.20%)을 제외한 전 업종이 상승했다. 특히 기계, 전기전자, 건설업, 종이와목제, 보험, 서비스업 등은 1%대 올랐다. 시가총액 상위종목들은 상승한 종목이 더 많다. 삼성전자(005930)는 3.32%, SK하이닉스(000660)는 3.95% 급등했다. 네이버(NAVER(035420))와 카카오는 1%대 상승했다. 삼성화재와 메리츠금융지주는 각각 2%대, 3%대 올랐다. 반면 하이브(352820)는 1.75% 떨어졌다. LG에너지솔루션(373220), LG화학(051910)도 1%대 하락했다. 이날 거래량은 5억6311만2000주, 거래대금은 9조871억1600만원으로 집계됐다. 상한가 종목 1개 포함 549개 종목이 올랐고, 하한가 없이 334개 종목이 하락했다. 47개 종목은 보합권에 머물렀다.
]"
2023-05-19 14:55:01,첫 포터블 SSD 내놓은 SK하이닉스…'1위 삼성의 벽' 넘을 수 있을까,https://n.news.naver.com/mnews/article/031/0000747443?sid=101,"[
소비자용 SSD 시장 성장세에 2019년 재진출…매년 신제품 출시하며 영역 확대 가속'메모리 한파'로 어려움을 겪고 있는 삼성전자, SK하이닉스 등 반도체 업체들이 소비자용 솔리드스테이트드라이브(SSD) 시장 공략에 속도를 내고 있다. 기업용 SSD만큼 비중이 높진 않지만, 관련 시장이 성장 추세를 보이면서 제품군 확대에 나서는 모양새다.



SK하이닉스 소비자용 포터블 SSD 제품 '비틀 X31' [사진=SK하이닉스]19일 업계에 따르면 SK하이닉스는 지난 16일 소비자용 포터블 SSD 제품인 '비틀 X31'을 국내 시장에 정식 출시했다.이 제품은 SK하이닉스의 첫 포터블 SSD 제품으로, 딱정벌레를 연상시키는 외관뿐 아니라 한 손에 쥘 수 있는 53g 무게의 초소형·초경량 디자인을 적용해 휴대성을 높인 것이 특징이다. 또 효율적인 발열 관리로 데이터 저장 속도를 최상으로 유지하는 밸런스 기술을 통해 500GB의 데이터를 평균 900MB/s 이상으로 9분 이내에 기록할 수 있다.더불어 X31은 내부에 SK하이닉스가 자체 생산한 D램 버퍼를 채용해 성능과 신뢰성을 향상시켰다. USB 연결 케이블 2종(C-to-C, C-to-A)과 함께 스크래치에 민감한 고객들을 위한 전용 범퍼케이스가 기본 제공된다.SK하이닉스는 지난해 5월 공개된 '플래티넘 P41'에 이어 '비틀 X31'도 국내 시장에 가장 먼저 출시한다. 제품은 512GB, 1TB 두 가지로, 소비자 가격은 1TB 기준 13만8천원이다.SK하이닉스는 지난 2019년 소비자용 SSD 시장에 재진출 한 후 거의 매년 신제품을 출시하며 영역 확대에 속도를 내고 있다. 한 때 삼성전자·인텔 등과 소비자용 SSD 시장에서 경쟁했다가 몇 년간 기업용 SSD 생산에만 집중했으나, 소비자용 SSD 시장이 성장세를 보이자 '골드 331' 출시를 시작으로 경쟁에 다시 뛰어들었다.SK하이닉스는 시장에 재진출 한 지 몇 년 되지 않았지만 1위인 삼성전자를 바짝 쫓아 근소한 차이로 2위에 올라섰다. 삼성전자는 980, 980 프로, 990 프로 등 NVMe SSD 라인업을 주력으로 하고 있고, SK하이닉스는 골드 P31, 플래티넘 P41을 앞세워 빠르게 SSD 시장에서 자리를 굳히고 있다.소비자용 SSD 시장도 기업용 SSD 시장만큼은 아니지만 꾸준히 성장하고 있는 상태다. 시장조사업체 옴디아가 지난 3월 발표한 자료에 따르면 소비자용 SSD가 포함된 클라이언트 SSD 시장 규모는 올해 87억9천700만 달러에서 내년에 115억8천200만 달러, 2025년 145만7천500만 달러까지 성장할 것으로 전망된다.SK하이닉스 관계자는 ""X31은 최적의 전력 소모량을 보여준 골드(Gold) P31의 기술을 직접 계승한 제품""이라며 ""라인업을 지속 확장하며 소비자용 SSD 시장에서의 위상을 강화해 나가겠다""고 말했다.
]"
2023-05-19 13:20:01,반도체 바닥 찍고 올라오나…삼성전자·SK하이닉스 ‘들썩’,https://n.news.naver.com/mnews/article/009/0005132529?sid=101,"[




 삼성전자 서초 사옥. [사진 출처 = 연합뉴스]미국 반도체지수 급등에 힘입어 삼성전자와 SK하이닉스 주가가 나란히 상승하고 있다.19일 오후 12시 현재 삼성전자는 전일 대비 1900원(2.87%) 오른 6만8100원에, SK하이닉스는 4100원(4.38%) 오른 9만7700원에 거래되고 있다.두 종목이 강세를 보이는 이유는 미국발 반도체 훈풍 영향으로 풀이된다.전날 미국 증시에서 엔비디아 주가가 새로운 그래픽카드를 출시한다는 소식에 전일 대비 4.97% 상승했기 때문이다. 메모리 반도체 기업 마이크론과 반도체 공정 장비 설계·제조업체 램리서치도 각각 전일 대비 4.08%, 4.29% 뛰었다.미국 주요 반도체기업들을 대표하는 필라델피아 반도체 지수도 3.16% 올랐다.하반기부터 반도체 업황이 나아질 것이란 전망 역시 투자심리를 자극하고 있는 것으로 분석된다.김동원 KB증권 연구원은 “삼성전자는 하반기부터 반도체 업종은 재고 감소, 가격하락 둔화, 감산에 따른 공급 축소 등으로 분명한 수급 개선이 예상된다”며 “삼성전자의 20% 이상 감산에 따른 공급축소 효과만으로도 하반기 글로벌 D램, 낸드 수급은 균형에 근접할 것으로 예상된다”고 말했다.김광진 한화투자증권 연구원은 “SK하이닉스의 경우 업계 웨이퍼 투입 축소가 -25% 수준으로 올 3분기까지 지속되면 올해 D램 생산은 전년 대비 7% 감소할 것”이라며 “3분기부터 공급 부족 구간 진입 예상하며, 축적된 재고의 소진으로 이어질 것”이라고 설명했다.
]"
2023-05-19 11:57:23,"""삼전·하이닉스보다 더 뛰네""…반도체株 훈풍에 급등하는 종목들",https://n.news.naver.com/mnews/article/008/0004889357?sid=101,"[
오늘의 포인트반도체 소부장(소재·부품·장비) 기업들의 주가가 큰 폭으로 뛰고 있다. 반도체 업황 바닥 신호가 나오자 수요 증가에 대한 기대감이 크게 반영되는 것으로 해석된다. 반도체 업사이드의 중심에는 신제품 DDR5가 있다는 분석이 나오면서 후공정 관련 종목들이 관심을 받는다.━소부장 질주…""업황 회복시 실적·주가 상승 레버리지 커""━



 /사진=임종철 디자이너19일 오전 11시52분 기준 코스닥 시장에서 하나머티리얼즈의 주가는 전 거래일 대비 4800원(11.54%) 오른 4만6500원을 보이고 있다. 하나마이크론은 6.36%, 동진쎄미켐은 8.77%, 솔브레인은 5.85%, ISC는 17.09% 상승 중이다.이날 반도체 소부장 종목들의 주가가 급등하는 것은 시장에서 연일 반도체 업황 바닥에 대한 시그널이 나오며 슈퍼사이클 기대감이 커지고 있기 때문이다. 삼성전자, SK하이닉스 등의 대형 반도체주가 강세를 보이고 있다.전날 미국 증시에서 엔비디아 주가는 새로운 그래픽카드를 출시한다는 소식에 4.97% 상승 마감했다. 마이크론은 일본 히로시마현 최첨단 반도체 생산 설비 도입에 5000억엔(약 5조원)을 투자한다고 밝히며 4.08% 올랐다. 필라델피아 반도체 지수는 전일 대비 3.16% 오른 3223.49에 마감했다.증권가는 현재 반도체 사이클이 전방산업의 재고 축소 단계에 있는 것으로 본다. 따라서 수요 증가에 대한 기대감이 나오자 소부장 기업들은 한 발 앞서 이 기대감을 흡수하고 있는 것으로 보인다.김광진 한화투자증권 연구원은 ""공급 축소에 따른 재고 소진은 결국 수요의 회복→생산 정상화→캐팩스(Capex·자본적지출) 정상화 기대감을 형성한다""며 ""업황 회복 구간에서 실적과 주가 상승 레버리지가 크게 발생하는 장비주를 상대적으로 선호한다""고 말했다.━DDR5가 업사이드 중심…""후공정 수혜 전망""━



SK하이닉스가 업계 최초로 견본제품을 출하한 24Gb DDR5 D램과 96GB, 48GB D램 모듈/사진제공=SK하이닉스반도체 업종 업사이드의 중심에는 메모리 신제품인 DDR5가 있는 것으로 보인다. DDR5는 기존 제품 대비 더 빠르고 전력 소모도 적다는 평을 받는다.황민성 삼성증권 연구원은 ""AI 서버에 들어가는 신제품(128GB DDR5)은 기존 64GB DDR4보다 10배가 더 비싸도 주문이 이어지고 있다""며 ""HBM(High Bandwidth Memory, 고대역 메모리)도 수요가 좋고, 스마트폰 시장이 부진하지만 LPDDR5 수요는 나쁘지 않다""고 말했다.이어 ""DDR5는 1분기 SK하이닉스 전체 물량의 10%에서 2분기에는 20%를 넘어설 것""이라고 예상했다.DDR5를 중심으로 한 업사이드 모멘텀은 반도체 후공정 관련 기업들에게는 더 즉각적이고 빠른 영향을 줄 수 있다는 것이 증권가 시각이다. 현재 DDR5의 고객사나 공급사 재고가 매우 제한적으로, 공급사의 완제품 재고 소진 과정을 거치지 않을 수 있기 때문이다. 업계 D램 재고 중 DDR5 비중은 10% 이하라는 추정이 나온다.SK증권은 ""업계 내 낮은 DDR5 재고와 공급사들의 DDR5 생산 증가는 즉각적으로 후공정 업계에 P(가격), Q(판매량) 상승 효과로 이어져 밸류체인 내 차별화 포인트가 될 것""이라며 ""후공정 전반적으로 올해 1분기 실적 저점 후 회복세가 시작돼 올해 3분기 DDR5 효과가 본격화될 것""이라고 전망했다.이어 SK증권은 주목되는 종목으로 하나마이크론, 한양디지텍, 아비코전자, ISC 등을 꼽았다.
]"
2023-05-19 11:25:12,"SK하이닉스-동반성장협, ESG경영 실천 공동선언",https://n.news.naver.com/mnews/article/016/0002145707?sid=101,"[




SK하이닉스는 17일 이천 본사에서 ‘2023년 동반성장협의회 정기총회’(사진)를 열고 ‘ESG 경영 실천 공동 선언문’을 채택했다.동반성장협의회는 SK하이닉스가 우수한 기술을 보유한 소재·부품·장비 협력사들과 기술 및 제품 개발을 위한 정보 공유, 공동 기술 개발 등 상생과 협력을 강화하고자 2001년 ‘하이닉스 협의회’라는 명칭으로 결성한 단체다. SK하이닉스는 협의회 소속 협력사를 대상으로 공동 연구 및 자금 지원, 인프라 공유, 인재 발굴 및 육성 등 혜택을 제공하고 있다.곽노정 대표이사 사장, 김영식 부사장(제조·기술담당), 홍상후 부사장(P&amp;T담당) 등 SK하이닉스 경영진과 89개 협력사 대표가 참석한 이번 총회는 코로나19 팬데믹 이후 3년 만에 대면 행사로 열렸다.이날 SK하이닉스와 협력사들은 사업 결산과 함께 공급망 ESG 경영의 중요성을 공감하고, SK하이닉스의 ESG 관리 정책을 공유하는 자리를 가졌다. 김민지 기자
]"
2023-05-19 10:12:01,“마이크론에 웃는 동학개미”...삼성전자·SK하이닉스 상승,https://n.news.naver.com/mnews/article/009/0005132442?sid=101,"[




 지난달 7일 서울 서초구 삼성전자 서초사옥의 모습. 2023.4.7 [한주형기자]삼성전자, SK하이닉스 등 주요 반도체 기업 주가가 강세를 보이고 있다.19일 한국거래소에 따르면 이날 오전 9시24분 현재 삼성전자는 전 거래일 대비 2.57%, SK하이닉스는 2.67% 올라 거래되고 있다. 외국인 투자자들이 매수를 주도하고 있다.전날 미국 증시에서 또 다른 메모리 반도체 강자인 마이크론 주가가 4%대 상승 마감하면서 글로벌 반도체 투자심리가 개선됐기 때문으로 보인다. 미국 투자전문매체 배런스에 따르면 마이크론은 일본 정부로부터 약 15억달러의 지원을 받아 히로시마 공장에서 차세대 D램 반도체를 생산할 계획이다.메모리 반도체 뿐만 아니라 고성능 그래픽처리장치(GPU)에 특화된 엔비디아도 주가가 3% 오르며 반도체주 전반에 대한 투자 증가를 유도했다는 평가다.달러 대비 원화 가치가 전 거래일 대비 5.5원 오른 1332.5원으로 오른 것도 외국인 투자자들의 부담을 덜어줬다는 평가다.김광진 한화투자증권 연구원은 삼성전자에 대해 “1분기 말부터 의미있는 수준의 감산을 진행 중이며 3분기부터 효과가 본격화할 것으로 보인다”고 말했다. 이어 “3분기부터 글로벌 D램 시장은 공급 부족 구간으로 진입할 것으로 예상되며 이는 축적된 재고 소진과 실적의 개선으로 연결될 것”이라고 말했다.김영건 미래에셋증권 연구원은 SK하이닉스에 대해 “트렌드포스에 따르면 D램과 낸드 모두 감산 효과로 3분기 이후 수요 초과율이 확대될 전망인데 특히 SK하이닉스가 비교 우위를 갖고 있는 그래픽 D램의 수요초과율이 가장 큰 폭으로 확대될 것으로 보인다”고 설명했다.
]"
2023-05-19 09:36:37,"삼성전자·SK하이닉스, 美 반도체주 오르자 강세[특징주]",https://n.news.naver.com/mnews/article/421/0006816683?sid=101,"[




서울 서초동 삼성전자. /뉴스1 ⓒ News1 허경 기자(서울=뉴스1) 이기림 기자 = 삼성전자(005930)와 SK하이닉스(000660)가 미국 반도체 기업들의 주가 상승에 힘입어 강세다.19일 오전 9시31분 삼성전자는 전날보다 1700원(2.57%) 오른 6만7900원에 거래되고 있다. SK하이닉스는 2800원(2.99%) 오른 9만6400원에 거래 중이다.이들의 상승세는 간밤 미국 반도체주가 오름세를 보였기 때문으로 풀이된다.엔비디아는 새 그래픽카드 출시 소식에 4.97% 상승했고, 마이크론은 새 D램 생산을 위해 일본에 37억 달러를 투자한다는 소식에 4.08% 올랐다. 미국 주요 반도체기업들을 대표하는 필라델피아 반도체 지수도 3.16% 상승했다.
		]"
